SECTOR,COMPANIA_ID,PROVINCIA,TIPOEMPRESA,SECTOR_ID,HERRAMIENTA,NUBE,RECURSOSENLANUBE,CANTIDADEMPLEADOS,VISUALIZACION,VENTAS
HOTELERIA,1186,GUANACASTE,PEQUEÑA,1,1,1,22,29,0,210866
AGRICULTURA,1424,ALAJUELA,MEDIANA,3,2,1,37,85,1,812637
HOTELERIA,1322,CARTAGO,GRANDE,1,0,0,0,300,0,22566312
SERVICIOS,551,HEREDIA,GRANDE,2,1,1,913,462,0,11902474
HOTELERIA,121,PUNTARENAS,GRANDE,1,4,1,780,220,1,17167728
BIENES RAICES,160,SAN JOSE,PYMES,4,0,0,0,5,0,25421
AGRICULTURA,670,GUANACASTE,GRANDE,3,0,0,0,481,0,6986463
AGRICULTURA,235,HEREDIA,GRANDE,3,3,1,924,901,2,1521468
MANUFACTURA,342,ALAJUELA,MEDIANA,5,1,1,83,41,0,969675
BIENES RAICES,730,PUNTARENAS,PYMES,4,3,1,7,5,1,59027
MANUFACTURA,1008,PUNTARENAS,PEQUEÑA,5,2,1,35,22,4,468181
SERVICIOS,304,GUANACASTE,PEQUEÑA,2,0,0,0,35,0,207999
COMERCIO,42,CARTAGO,PEQUEÑA,6,0,0,0,34,0,247333
COMERCIO,818,SAN JOSE,MEDIANA,6,3,1,36,46,3,880726
HOTELERIA,576,GUANACASTE,PEQUEÑA,1,0,0,0,14,0,414009
SERVICIOS,1737,ALAJUELA,PYMES,2,0,0,0,9,0,49041
HOTELERIA,1102,LIMON,MEDIANA,1,0,0,0,92,0,1074577
HOTELERIA,227,CARTAGO,MEDIANA,1,0,0,0,89,0,954431
COMERCIO,1257,LIMON,MEDIANA,6,0,0,0,46,0,500784
MANUFACTURA,1113,HEREDIA,GRANDE,5,3,1,668,298,0,5175553
COMERCIO,691,LIMON,GRANDE,6,0,0,0,960,0,13104468
MANUFACTURA,812,CARTAGO,PEQUEÑA,5,2,1,30,32,1,471796
SERVICIOS,666,ALAJUELA,PEQUEÑA,2,0,0,0,14,0,283023
AGRICULTURA,272,CARTAGO,PYMES,3,0,0,0,3,0,75407
AGRICULTURA,894,ALAJUELA,GRANDE,3,0,0,0,443,0,12084595
HOTELERIA,180,GUANACASTE,PYMES,1,2,1,7,4,3,116650
BIENES RAICES,77,PUNTARENAS,PEQUEÑA,4,2,1,16,23,0,364876
MANUFACTURA,1323,LIMON,MEDIANA,5,2,1,83,100,4,671123
AGRICULTURA,1453,LIMON,PYMES,3,3,1,3,9,2,77873
AGRICULTURA,530,GUANACASTE,GRANDE,3,4,1,107,290,2,11656864
SERVICIOS,1432,HEREDIA,MEDIANA,2,0,0,0,38,0,604443
SERVICIOS,1179,GUANACASTE,GRANDE,2,0,0,0,825,0,8420438
COMERCIO,1333,LIMON,MEDIANA,6,0,0,0,39,0,735326
MANUFACTURA,17,GUANACASTE,MEDIANA,5,0,0,0,72,0,807465
BIENES RAICES,1043,HEREDIA,PEQUEÑA,4,0,0,0,33,0,386332
SERVICIOS,113,CARTAGO,MEDIANA,2,0,0,0,76,0,745337
AGRICULTURA,619,ALAJUELA,PEQUEÑA,3,0,0,0,33,0,445600
COMERCIO,491,SAN JOSE,MEDIANA,6,1,1,72,100,0,1020658
MANUFACTURA,1253,ALAJUELA,MEDIANA,5,2,1,98,47,1,1094602
MANUFACTURA,1417,GUANACASTE,MEDIANA,5,2,1,51,62,3,1050273
AGRICULTURA,669,PUNTARENAS,GRANDE,3,0,0,0,922,0,1788347
AGRICULTURA,1281,PUNTARENAS,PEQUEÑA,3,0,0,0,33,0,360916
BIENES RAICES,260,PUNTARENAS,MEDIANA,4,0,0,0,96,0,607928
BIENES RAICES,153,PUNTARENAS,PYMES,4,4,1,5,3,1,46535
COMERCIO,1151,SAN JOSE,PYMES,6,0,0,0,5,0,12401
HOTELERIA,49,GUANACASTE,MEDIANA,1,2,1,38,43,1,769277
AGRICULTURA,749,SAN JOSE,MEDIANA,3,4,1,53,64,2,849927
MANUFACTURA,610,GUANACASTE,GRANDE,5,4,1,384,276,1,23306625
HOTELERIA,1068,PUNTARENAS,GRANDE,1,3,1,419,510,2,21994239
AGRICULTURA,571,HEREDIA,MEDIANA,3,0,0,0,54,0,648071
COMERCIO,887,HEREDIA,PYMES,6,3,1,9,8,1,103025
HOTELERIA,194,ALAJUELA,MEDIANA,1,2,1,99,75,2,1122893
AGRICULTURA,1118,PUNTARENAS,PEQUEÑA,3,0,0,0,24,0,461182
MANUFACTURA,83,HEREDIA,PEQUEÑA,5,2,1,16,13,0,292912
BIENES RAICES,488,SAN JOSE,PYMES,4,4,1,7,8,4,16636
BIENES RAICES,15,HEREDIA,PEQUEÑA,4,2,1,10,24,3,166147
BIENES RAICES,333,GUANACASTE,MEDIANA,4,3,1,84,98,2,507041
BIENES RAICES,1638,SAN JOSE,GRANDE,4,0,0,0,892,0,18883217
SERVICIOS,874,HEREDIA,GRANDE,2,0,0,0,560,0,11850195
BIENES RAICES,1700,CARTAGO,MEDIANA,4,0,0,0,52,0,699641
BIENES RAICES,984,PUNTARENAS,MEDIANA,4,0,0,0,84,0,1103388
HOTELERIA,88,HEREDIA,PEQUEÑA,1,0,0,0,12,0,164355
HOTELERIA,1131,PUNTARENAS,GRANDE,1,3,1,493,800,4,21163909
BIENES RAICES,329,SAN JOSE,GRANDE,4,3,1,570,634,4,14916578
AGRICULTURA,1050,ALAJUELA,PYMES,3,0,0,0,5,0,84441
HOTELERIA,594,HEREDIA,PEQUEÑA,1,0,0,0,13,0,223890
AGRICULTURA,1220,GUANACASTE,GRANDE,3,0,0,0,876,0,22078668
MANUFACTURA,1096,SAN JOSE,PEQUEÑA,5,1,1,19,22,3,497072
AGRICULTURA,715,CARTAGO,PEQUEÑA,3,1,1,16,17,4,351194
MANUFACTURA,675,HEREDIA,PYMES,5,0,0,0,4,0,77829
MANUFACTURA,1687,ALAJUELA,PYMES,5,2,1,5,7,2,19551
MANUFACTURA,649,SAN JOSE,GRANDE,5,4,1,258,888,1,16120718
MANUFACTURA,317,SAN JOSE,PEQUEÑA,5,1,1,10,16,2,181360
MANUFACTURA,111,ALAJUELA,GRANDE,5,2,1,647,478,1,14139261
BIENES RAICES,850,CARTAGO,PEQUEÑA,4,4,1,13,11,3,201502
MANUFACTURA,504,ALAJUELA,PYMES,5,0,0,0,8,0,25953
COMERCIO,1595,PUNTARENAS,GRANDE,6,0,0,0,137,0,19376836
BIENES RAICES,1544,GUANACASTE,GRANDE,4,0,0,0,220,0,6910972
MANUFACTURA,1636,CARTAGO,PEQUEÑA,5,1,1,15,15,1,459439
SERVICIOS,1378,GUANACASTE,PEQUEÑA,2,1,1,35,16,0,164886
SERVICIOS,1510,SAN JOSE,GRANDE,2,3,1,621,787,0,14310562
COMERCIO,74,SAN JOSE,PEQUEÑA,6,4,1,30,32,2,315243
COMERCIO,1025,GUANACASTE,PEQUEÑA,6,0,0,0,30,0,170609
COMERCIO,148,HEREDIA,MEDIANA,6,0,0,0,62,0,1187422
COMERCIO,1482,PUNTARENAS,PYMES,6,2,1,4,3,2,36136
HOTELERIA,934,HEREDIA,PYMES,1,4,1,8,7,2,83551
BIENES RAICES,175,ALAJUELA,GRANDE,4,2,1,726,330,1,12450489
BIENES RAICES,701,HEREDIA,MEDIANA,4,1,1,56,49,4,746819
HOTELERIA,1028,ALAJUELA,PYMES,1,0,0,0,8,0,48274
HOTELERIA,1298,HEREDIA,GRANDE,1,1,1,415,221,1,7615775
MANUFACTURA,307,SAN JOSE,PEQUEÑA,5,2,1,13,15,2,401039
MANUFACTURA,1626,CARTAGO,PEQUEÑA,5,0,0,0,30,0,408383
MANUFACTURA,1437,GUANACASTE,PEQUEÑA,5,0,0,0,10,0,441733
BIENES RAICES,1514,LIMON,PEQUEÑA,4,0,0,0,18,0,176141
SERVICIOS,1733,SAN JOSE,GRANDE,2,0,0,0,153,0,3023387
SERVICIOS,1348,LIMON,MEDIANA,2,1,1,67,68,1,758272
COMERCIO,487,ALAJUELA,MEDIANA,6,0,0,0,65,0,1130715
SERVICIOS,444,PUNTARENAS,MEDIANA,2,0,0,0,43,0,798676
SERVICIOS,1285,CARTAGO,PEQUEÑA,2,2,1,20,35,1,362284
HOTELERIA,1194,HEREDIA,PYMES,1,0,0,0,7,0,29443
COMERCIO,1429,CARTAGO,MEDIANA,6,4,1,95,68,0,1050367
BIENES RAICES,114,ALAJUELA,PYMES,4,0,0,0,8,0,11993
COMERCIO,933,GUANACASTE,PEQUEÑA,6,2,1,15,24,2,267289
AGRICULTURA,1010,LIMON,GRANDE,3,0,0,0,749,0,2131404
SERVICIOS,760,LIMON,MEDIANA,2,2,1,94,89,3,1112692
COMERCIO,1480,ALAJUELA,PEQUEÑA,6,4,1,16,13,3,433368
COMERCIO,1105,SAN JOSE,PEQUEÑA,6,0,0,0,26,0,138059
SERVICIOS,937,HEREDIA,GRANDE,2,0,0,0,249,0,21207162
SERVICIOS,1299,HEREDIA,GRANDE,2,0,0,0,555,0,1884079
SERVICIOS,1015,HEREDIA,GRANDE,2,0,0,0,696,0,6948609
COMERCIO,1103,SAN JOSE,MEDIANA,6,3,1,58,45,3,1146403
COMERCIO,1624,GUANACASTE,MEDIANA,6,2,1,65,84,3,1183070
SERVICIOS,1085,PUNTARENAS,PYMES,2,4,1,5,9,4,70734
BIENES RAICES,1254,HEREDIA,GRANDE,4,0,0,0,489,0,3212451
BIENES RAICES,1227,SAN JOSE,MEDIANA,4,0,0,0,52,0,936497
SERVICIOS,1044,GUANACASTE,GRANDE,2,0,0,0,791,0,8235900
BIENES RAICES,1579,HEREDIA,PEQUEÑA,4,0,0,0,28,0,415371
MANUFACTURA,1023,PUNTARENAS,PYMES,5,1,1,7,3,2,73986
SERVICIOS,1718,HEREDIA,GRANDE,2,3,1,230,725,2,5616690
HOTELERIA,734,GUANACASTE,MEDIANA,1,0,0,0,78,0,819857
SERVICIOS,373,GUANACASTE,PEQUEÑA,2,1,1,30,29,2,439739
AGRICULTURA,926,CARTAGO,MEDIANA,3,1,1,72,63,3,458246
AGRICULTURA,979,PUNTARENAS,PEQUEÑA,3,0,0,0,28,0,457777
MANUFACTURA,1124,CARTAGO,PYMES,5,4,1,9,7,4,24092
HOTELERIA,379,PUNTARENAS,GRANDE,1,3,1,242,627,3,13704527
MANUFACTURA,630,LIMON,GRANDE,5,4,1,349,510,2,5057874
AGRICULTURA,862,HEREDIA,GRANDE,3,0,0,0,863,0,4293670
COMERCIO,1019,PUNTARENAS,GRANDE,6,2,1,924,248,4,19295593
HOTELERIA,656,GUANACASTE,MEDIANA,1,0,0,0,53,0,1191064
AGRICULTURA,947,ALAJUELA,PYMES,3,1,1,3,6,0,39136
MANUFACTURA,125,SAN JOSE,MEDIANA,5,1,1,51,48,1,958997
BIENES RAICES,1174,GUANACASTE,PYMES,4,1,1,9,6,4,9300
SERVICIOS,489,CARTAGO,MEDIANA,2,0,0,0,66,0,959948
SERVICIOS,525,CARTAGO,MEDIANA,2,0,0,0,52,0,951219
MANUFACTURA,1128,CARTAGO,MEDIANA,5,1,1,66,72,0,579801
COMERCIO,1049,CARTAGO,PYMES,6,0,0,0,7,0,75340
MANUFACTURA,157,HEREDIA,PYMES,5,3,1,9,6,1,73744
HOTELERIA,126,HEREDIA,PEQUEÑA,1,2,1,17,14,1,187524
COMERCIO,866,GUANACASTE,PYMES,6,2,1,4,6,1,55244
COMERCIO,1622,GUANACASTE,GRANDE,6,3,1,761,887,3,20628556
MANUFACTURA,512,SAN JOSE,PYMES,5,1,1,7,8,4,18142
MANUFACTURA,179,CARTAGO,PEQUEÑA,5,0,0,0,23,0,120151
COMERCIO,1639,GUANACASTE,GRANDE,6,0,0,0,604,0,2948235
SERVICIOS,1342,PUNTARENAS,GRANDE,2,1,1,919,788,3,20900974
MANUFACTURA,722,CARTAGO,MEDIANA,5,0,0,0,80,0,990917
SERVICIOS,1153,HEREDIA,PYMES,2,0,0,0,6,0,74889
AGRICULTURA,826,SAN JOSE,PYMES,3,0,0,0,7,0,80148
AGRICULTURA,928,LIMON,GRANDE,3,1,1,672,168,3,20377839
HOTELERIA,1275,LIMON,GRANDE,1,0,0,0,700,0,3320887
MANUFACTURA,1442,CARTAGO,GRANDE,5,2,1,900,905,1,10363567
MANUFACTURA,841,PUNTARENAS,GRANDE,5,0,0,0,797,0,4790749
COMERCIO,470,PUNTARENAS,PEQUEÑA,6,4,1,15,35,1,161635
AGRICULTURA,1325,HEREDIA,MEDIANA,3,2,1,74,89,3,1015008
BIENES RAICES,391,LIMON,MEDIANA,4,0,0,0,42,0,528392
BIENES RAICES,1601,CARTAGO,PYMES,4,3,1,5,4,4,37834
HOTELERIA,724,SAN JOSE,GRANDE,1,2,1,193,332,1,6003886
HOTELERIA,662,GUANACASTE,MEDIANA,1,0,0,0,49,0,706581
AGRICULTURA,1635,LIMON,MEDIANA,3,3,1,52,62,2,515674
COMERCIO,256,ALAJUELA,PYMES,6,0,0,0,6,0,52452
HOTELERIA,978,CARTAGO,MEDIANA,1,4,1,44,45,2,853211
BIENES RAICES,8,SAN JOSE,PEQUEÑA,4,2,1,16,10,4,271775
AGRICULTURA,776,HEREDIA,MEDIANA,3,0,0,0,74,0,1057768
AGRICULTURA,1462,HEREDIA,PYMES,3,3,1,7,4,0,57210
SERVICIOS,1268,PUNTARENAS,PYMES,2,3,1,9,4,1,13860
HOTELERIA,813,HEREDIA,GRANDE,1,0,0,0,681,0,14743034
AGRICULTURA,1111,HEREDIA,GRANDE,3,0,0,0,893,0,11514553
BIENES RAICES,1679,ALAJUELA,GRANDE,4,0,0,0,745,0,1602472
COMERCIO,1717,GUANACASTE,GRANDE,6,3,1,155,379,4,4407020
HOTELERIA,602,LIMON,MEDIANA,1,4,1,51,39,4,929496
BIENES RAICES,720,SAN JOSE,PYMES,4,0,0,0,5,0,94585
MANUFACTURA,1451,LIMON,MEDIANA,5,3,1,65,48,1,895069
AGRICULTURA,1569,LIMON,GRANDE,3,3,1,766,640,1,8519752
SERVICIOS,1409,GUANACASTE,PEQUEÑA,2,0,0,0,34,0,161526
SERVICIOS,13,GUANACASTE,MEDIANA,2,0,0,0,87,0,478553
AGRICULTURA,628,SAN JOSE,GRANDE,3,0,0,0,528,0,19963419
MANUFACTURA,872,GUANACASTE,MEDIANA,5,4,1,51,57,2,695377
MANUFACTURA,1163,ALAJUELA,MEDIANA,5,2,1,100,94,2,1170281
SERVICIOS,452,ALAJUELA,MEDIANA,2,1,1,59,47,0,1014827
BIENES RAICES,275,ALAJUELA,PYMES,4,0,0,0,8,0,9065
MANUFACTURA,964,GUANACASTE,GRANDE,5,0,0,0,310,0,19229564
HOTELERIA,1657,PUNTARENAS,MEDIANA,1,2,1,43,54,0,961593
HOTELERIA,355,GUANACASTE,GRANDE,1,4,1,170,762,1,4683956
SERVICIOS,1573,PUNTARENAS,MEDIANA,2,1,1,62,60,0,1108977
BIENES RAICES,552,LIMON,MEDIANA,4,1,1,56,73,2,770310
HOTELERIA,66,SAN JOSE,PEQUEÑA,1,0,0,0,27,0,170575
HOTELERIA,284,LIMON,GRANDE,1,1,1,743,560,3,15995020
MANUFACTURA,443,CARTAGO,PYMES,5,0,0,0,4,0,98672
SERVICIOS,865,SAN JOSE,GRANDE,2,0,0,0,636,0,21764098
SERVICIOS,1681,CARTAGO,GRANDE,2,0,0,0,561,0,4759074
BIENES RAICES,1215,SAN JOSE,PYMES,4,2,1,6,7,1,10487
HOTELERIA,1618,CARTAGO,MEDIANA,1,4,1,84,82,1,642600
MANUFACTURA,864,LIMON,PEQUEÑA,5,4,1,21,29,3,148489
HOTELERIA,1056,PUNTARENAS,MEDIANA,1,0,0,0,89,0,1013125
COMERCIO,1377,LIMON,MEDIANA,6,0,0,0,56,0,541957
MANUFACTURA,480,SAN JOSE,PYMES,5,0,0,0,8,0,113463
BIENES RAICES,325,HEREDIA,GRANDE,4,0,0,0,174,0,22288024
SERVICIOS,1274,ALAJUELA,MEDIANA,2,0,0,0,57,0,711665
MANUFACTURA,1259,GUANACASTE,MEDIANA,5,0,0,0,85,0,665064
BIENES RAICES,1613,ALAJUELA,PYMES,4,4,1,6,5,3,14172
SERVICIOS,31,GUANACASTE,PEQUEÑA,2,2,1,27,17,0,418410
COMERCIO,1223,PUNTARENAS,MEDIANA,6,1,1,73,76,4,1051747
MANUFACTURA,1001,HEREDIA,PYMES,5,3,1,8,6,0,17802
AGRICULTURA,615,ALAJUELA,PEQUEÑA,3,4,1,20,21,4,174371
HOTELERIA,1216,LIMON,MEDIANA,1,3,1,38,45,2,474748
AGRICULTURA,1221,ALAJUELA,PEQUEÑA,3,0,0,0,11,0,194140
SERVICIOS,1069,CARTAGO,MEDIANA,2,0,0,0,38,0,710941
COMERCIO,1676,ALAJUELA,PEQUEÑA,6,4,1,19,28,3,222769
HOTELERIA,1335,LIMON,PEQUEÑA,1,3,1,20,13,1,407530
COMERCIO,1592,CARTAGO,PYMES,6,4,1,7,9,4,98663
BIENES RAICES,1248,SAN JOSE,GRANDE,4,4,1,723,848,1,22055260
SERVICIOS,1242,PUNTARENAS,GRANDE,2,0,0,0,781,0,16814531
SERVICIOS,1305,PUNTARENAS,PEQUEÑA,2,1,1,15,25,2,181906
BIENES RAICES,1244,LIMON,GRANDE,4,0,0,0,614,0,24057045
AGRICULTURA,606,LIMON,MEDIANA,3,0,0,0,91,0,586411
SERVICIOS,1593,LIMON,GRANDE,2,0,0,0,452,0,21807988
SERVICIOS,740,PUNTARENAS,MEDIANA,2,1,1,73,59,4,604820
COMERCIO,1686,ALAJUELA,PEQUEÑA,6,0,0,0,22,0,150853
BIENES RAICES,319,GUANACASTE,PYMES,4,0,0,0,8,0,48232
MANUFACTURA,1538,ALAJUELA,PYMES,5,4,1,8,9,2,69730
AGRICULTURA,1114,SAN JOSE,MEDIANA,3,4,1,100,86,2,931518
SERVICIOS,1161,HEREDIA,GRANDE,2,0,0,0,287,0,21833103
BIENES RAICES,516,LIMON,MEDIANA,4,0,0,0,87,0,1057732
COMERCIO,1120,PUNTARENAS,MEDIANA,6,2,1,80,73,1,629196
SERVICIOS,534,SAN JOSE,GRANDE,2,0,0,0,250,0,4909500
COMERCIO,221,SAN JOSE,PYMES,6,0,0,0,4,0,38010
MANUFACTURA,556,CARTAGO,PEQUEÑA,5,0,0,0,27,0,221439
SERVICIOS,1643,SAN JOSE,PEQUEÑA,2,2,1,33,22,3,138075
AGRICULTURA,1541,SAN JOSE,GRANDE,3,3,1,453,640,3,1514352
BIENES RAICES,1401,LIMON,PEQUEÑA,4,0,0,0,18,0,413343
MANUFACTURA,1004,PUNTARENAS,GRANDE,5,0,0,0,952,0,12590665
MANUFACTURA,1550,GUANACASTE,PYMES,5,0,0,0,9,0,43900
HOTELERIA,517,GUANACASTE,PEQUEÑA,1,0,0,0,13,0,141160
HOTELERIA,595,HEREDIA,PEQUEÑA,1,0,0,0,16,0,121769
MANUFACTURA,1707,ALAJUELA,PYMES,5,0,0,0,9,0,80406
SERVICIOS,366,GUANACASTE,MEDIANA,2,2,1,52,42,4,990088
AGRICULTURA,1436,GUANACASTE,MEDIANA,3,4,1,57,81,4,516834
COMERCIO,654,HEREDIA,PEQUEÑA,6,1,1,20,28,4,408928
MANUFACTURA,457,PUNTARENAS,GRANDE,5,4,1,991,126,4,5956372
BIENES RAICES,785,LIMON,MEDIANA,4,0,0,0,57,0,1147780
COMERCIO,1200,HEREDIA,PYMES,6,0,0,0,3,0,70865
AGRICULTURA,1630,GUANACASTE,PYMES,3,0,0,0,3,0,11845
HOTELERIA,977,PUNTARENAS,GRANDE,1,0,0,0,381,0,2653909
HOTELERIA,396,LIMON,PEQUEÑA,1,2,1,13,33,2,235999
HOTELERIA,1677,GUANACASTE,PEQUEÑA,1,0,0,0,25,0,422228
AGRICULTURA,605,SAN JOSE,GRANDE,3,0,0,0,291,0,10630945
SERVICIOS,708,PUNTARENAS,PYMES,2,0,0,0,4,0,115574
AGRICULTURA,975,SAN JOSE,MEDIANA,3,0,0,0,45,0,503853
MANUFACTURA,745,LIMON,MEDIANA,5,0,0,0,43,0,678511
SERVICIOS,286,GUANACASTE,GRANDE,2,1,1,692,747,1,24806025
SERVICIOS,689,ALAJUELA,MEDIANA,2,1,1,75,52,1,461054
AGRICULTURA,786,GUANACASTE,PYMES,3,0,0,0,5,0,13300
COMERCIO,1170,GUANACASTE,PEQUEÑA,6,3,1,22,17,2,169079
BIENES RAICES,20,PUNTARENAS,PEQUEÑA,4,0,0,0,27,0,477058
SERVICIOS,67,ALAJUELA,PYMES,2,0,0,0,5,0,49756
COMERCIO,579,PUNTARENAS,PYMES,6,0,0,0,8,0,90735
BIENES RAICES,424,SAN JOSE,PEQUEÑA,4,4,1,29,22,0,359257
HOTELERIA,496,HEREDIA,PYMES,1,0,0,0,3,0,86354
HOTELERIA,758,ALAJUELA,PEQUEÑA,1,0,0,0,30,0,262843
AGRICULTURA,609,LIMON,PEQUEÑA,3,4,1,18,26,1,169817
AGRICULTURA,896,CARTAGO,PEQUEÑA,3,3,1,21,21,1,138805
SERVICIOS,1026,CARTAGO,GRANDE,2,3,1,606,381,2,11654303
SERVICIOS,1533,HEREDIA,PEQUEÑA,2,1,1,26,26,1,123774
MANUFACTURA,1058,ALAJUELA,PYMES,5,2,1,7,3,4,101685
MANUFACTURA,717,ALAJUELA,PEQUEÑA,5,1,1,12,32,3,408850
SERVICIOS,733,GUANACASTE,MEDIANA,2,0,0,0,49,0,1149744
HOTELERIA,935,CARTAGO,PYMES,1,4,1,8,8,2,21516
SERVICIOS,247,ALAJUELA,GRANDE,2,1,1,139,733,2,20837911
SERVICIOS,626,PUNTARENAS,PYMES,2,0,0,0,4,0,23970
AGRICULTURA,855,GUANACASTE,PYMES,3,0,0,0,7,0,11488
AGRICULTURA,1406,PUNTARENAS,GRANDE,3,0,0,0,175,0,1309052
HOTELERIA,781,ALAJUELA,GRANDE,1,0,0,0,698,0,9904474
AGRICULTURA,797,LIMON,MEDIANA,3,0,0,0,42,0,1189989
AGRICULTURA,587,GUANACASTE,PYMES,3,3,1,5,7,4,69974
BIENES RAICES,1516,PUNTARENAS,PEQUEÑA,4,4,1,27,22,2,238287
HOTELERIA,1076,HEREDIA,PYMES,1,0,0,0,5,0,101109
BIENES RAICES,1079,CARTAGO,MEDIANA,4,4,1,93,50,3,541664
COMERCIO,1724,GUANACASTE,GRANDE,6,0,0,0,437,0,14300126
SERVICIOS,629,PUNTARENAS,PYMES,2,3,1,4,9,3,111985
BIENES RAICES,1515,GUANACASTE,GRANDE,4,0,0,0,414,0,6594203
SERVICIOS,1187,PUNTARENAS,GRANDE,2,0,0,0,957,0,9067767
MANUFACTURA,822,PUNTARENAS,MEDIANA,5,0,0,0,47,0,612575
BIENES RAICES,1156,LIMON,MEDIANA,4,3,1,65,41,4,668614
BIENES RAICES,570,HEREDIA,PYMES,4,0,0,0,6,0,51467
AGRICULTURA,1173,ALAJUELA,GRANDE,3,0,0,0,772,0,22190251
AGRICULTURA,1266,PUNTARENAS,PYMES,3,2,1,3,5,2,99077
MANUFACTURA,976,LIMON,PYMES,5,0,0,0,9,0,63875
SERVICIOS,163,PUNTARENAS,PYMES,2,0,0,0,4,0,73976
BIENES RAICES,726,GUANACASTE,GRANDE,4,3,1,202,177,3,14515088
MANUFACTURA,792,CARTAGO,PEQUEÑA,5,0,0,0,19,0,418658
AGRICULTURA,1465,ALAJUELA,GRANDE,3,4,1,689,622,3,3250057
MANUFACTURA,397,ALAJUELA,MEDIANA,5,0,0,0,52,0,720121
MANUFACTURA,1260,SAN JOSE,MEDIANA,5,0,0,0,97,0,1164684
COMERCIO,756,ALAJUELA,PYMES,6,1,1,3,8,0,49973
BIENES RAICES,1430,ALAJUELA,GRANDE,4,0,0,0,212,0,13816635
COMERCIO,209,GUANACASTE,MEDIANA,6,4,1,69,37,1,768994
MANUFACTURA,820,PUNTARENAS,PEQUEÑA,5,1,1,24,14,4,346145
HOTELERIA,1067,LIMON,MEDIANA,1,2,1,90,90,4,836723
COMERCIO,1425,PUNTARENAS,GRANDE,6,0,0,0,877,0,21792873
SERVICIOS,343,ALAJUELA,PYMES,2,1,1,9,5,1,73655
MANUFACTURA,492,HEREDIA,PEQUEÑA,5,2,1,22,23,2,272362
AGRICULTURA,1392,HEREDIA,MEDIANA,3,0,0,0,54,0,1027603
BIENES RAICES,508,HEREDIA,PEQUEÑA,4,4,1,30,20,4,482077
BIENES RAICES,616,HEREDIA,PYMES,4,3,1,4,4,0,59173
SERVICIOS,1396,PUNTARENAS,PEQUEÑA,2,0,0,0,28,0,431425
COMERCIO,462,ALAJUELA,MEDIANA,6,0,0,0,98,0,1126118
HOTELERIA,52,SAN JOSE,MEDIANA,1,0,0,0,53,0,902618
MANUFACTURA,1369,HEREDIA,PEQUEÑA,5,0,0,0,29,0,293154
COMERCIO,181,ALAJUELA,PEQUEÑA,6,0,0,0,12,0,293884
SERVICIOS,639,CARTAGO,GRANDE,2,2,1,640,828,2,19254854
BIENES RAICES,79,PUNTARENAS,GRANDE,4,4,1,371,304,0,4015508
SERVICIOS,288,GUANACASTE,GRANDE,2,3,1,165,232,0,18133471
SERVICIOS,234,CARTAGO,PEQUEÑA,2,0,0,0,24,0,304732
AGRICULTURA,228,SAN JOSE,PYMES,3,0,0,0,9,0,76876
BIENES RAICES,4,SAN JOSE,MEDIANA,4,0,0,0,66,0,439494
HOTELERIA,1590,CARTAGO,GRANDE,1,2,1,519,114,4,24958150
MANUFACTURA,1071,SAN JOSE,PEQUEÑA,5,3,1,28,13,3,303325
HOTELERIA,1698,HEREDIA,PEQUEÑA,1,2,1,15,29,1,498707
MANUFACTURA,62,HEREDIA,PEQUEÑA,5,4,1,12,34,3,111413
MANUFACTURA,1030,LIMON,PYMES,5,0,0,0,9,0,100622
SERVICIOS,1557,GUANACASTE,MEDIANA,2,0,0,0,99,0,435843
HOTELERIA,1390,ALAJUELA,MEDIANA,1,0,0,0,42,0,479987
MANUFACTURA,1357,CARTAGO,PEQUEÑA,5,4,1,34,20,4,154566
BIENES RAICES,24,SAN JOSE,PYMES,4,0,0,0,8,0,35270
AGRICULTURA,242,CARTAGO,GRANDE,3,0,0,0,290,0,4450957
MANUFACTURA,1549,SAN JOSE,PEQUEÑA,5,1,1,11,18,3,286007
AGRICULTURA,1198,PUNTARENAS,MEDIANA,3,0,0,0,69,0,649056
AGRICULTURA,1300,ALAJUELA,PYMES,3,4,1,9,4,4,118610
COMERCIO,963,ALAJUELA,MEDIANA,6,1,1,64,57,2,1168238
MANUFACTURA,554,CARTAGO,PEQUEÑA,5,2,1,25,32,4,178972
BIENES RAICES,817,CARTAGO,MEDIANA,4,0,0,0,100,0,922641
BIENES RAICES,1018,HEREDIA,PEQUEÑA,4,0,0,0,12,0,452697
MANUFACTURA,412,SAN JOSE,GRANDE,5,0,0,0,247,0,1672168
COMERCIO,91,PUNTARENAS,PEQUEÑA,6,0,0,0,11,0,288720
SERVICIOS,158,HEREDIA,MEDIANA,2,3,1,43,47,4,1191725
HOTELERIA,1658,LIMON,PEQUEÑA,1,0,0,0,12,0,381305
AGRICULTURA,1433,SAN JOSE,PYMES,3,3,1,3,9,0,86113
COMERCIO,184,CARTAGO,PEQUEÑA,6,2,1,22,19,3,322312
AGRICULTURA,357,HEREDIA,PYMES,3,0,0,0,3,0,41528
AGRICULTURA,1204,LIMON,GRANDE,3,0,0,0,415,0,14818488
HOTELERIA,1005,GUANACASTE,PYMES,1,4,1,8,4,3,52084
HOTELERIA,1539,CARTAGO,PEQUEÑA,1,3,1,28,26,3,207389
COMERCIO,356,LIMON,MEDIANA,6,4,1,42,92,4,525223
HOTELERIA,116,LIMON,MEDIANA,1,0,0,0,39,0,818444
